Artist,Title,Label,Path,Chorus_Path,extracted_chorus_path
Carrie Underwood,"Jesus, Take The Wheel",1,"/home/yamen/Projects/Technocolabs/sample_data/popular/Jesus, Take The Wheel - Carrie Underwood.mp3","/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Jesus, Take The Wheel - Carrie Underwood.mp3.wav","Extract_Chorus/Jesus, Take The Wheel - Carrie Underwood.wav"
Sean Paul,We Be Burnin',1,/home/yamen/Projects/Technocolabs/sample_data/popular/We Be Burnin' - Sean Paul.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/We Be Burnin' - Sean Paul.mp3.wav,Extract_Chorus/We Be Burnin' - Sean Paul.wav
Chris Brown,Say Goodbye,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Say Goodbye - Chris Brown.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Say Goodbye - Chris Brown.mp3.wav,Extract_Chorus/Say Goodbye - Chris Brown.wav
The Black Eyed Peas,Pump It,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Pump It - The Black Eyed Peas.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Pump It - The Black Eyed Peas.mp3.wav,Extract_Chorus/Pump It - The Black Eyed Peas.wav
Eminem,When I'm Gone,1,/home/yamen/Projects/Technocolabs/sample_data/popular/When I'm Gone - Eminem.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/When I'm Gone - Eminem.mp3.wav,Extract_Chorus/When I'm Gone - Eminem.wav
Ne-Yo,When You're Mad,1,/home/yamen/Projects/Technocolabs/sample_data/popular/When You're Mad - Ne-Yo.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/When You're Mad - Ne-Yo.mp3.wav,Extract_Chorus/When You're Mad - Ne-Yo.wav
T.I.,Why You Wanna,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Why You Wanna - T.I..mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Why You Wanna - T.I..mp3.wav,Extract_Chorus/Why You Wanna - T.I..wav
P!nk,Stupid Girls,1,/home/yamen/Projects/Technocolabs/sample_data/popular/Stupid Girls - P!nk.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/Stupid Girls - P!nk.mp3.wav,Extract_Chorus/Stupid Girls - P!nk.wav
T-Pain,I'm Sprung,1,/home/yamen/Projects/Technocolabs/sample_data/popular/I'm Sprung - T-Pain.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/popular/I'm Sprung - T-Pain.mp3.wav,Extract_Chorus/I'm Sprung - T-Pain.wav
Harry Styles,As It Was,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/As It Was - Harry Styles.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/As It Was - Harry Styles.mp3.wav,Extract_Chorus/As It Was - Harry Styles.wav
Beyonce,Break My Soul,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Break My Soul - Beyonce.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Break My Soul - Beyonce.mp3.wav,Extract_Chorus/Break My Soul - Beyonce.wav
Harry Styles,Late Night Talking,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Late Night Talking - Harry Styles.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Late Night Talking - Harry Styles.mp3.wav,Extract_Chorus/Late Night Talking - Harry Styles.wav
Morgan Wallen,Wasted On You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Wasted On You - Morgan Wallen.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Wasted On You - Morgan Wallen.mp3.wav,Extract_Chorus/Wasted On You - Morgan Wallen.wav
Luke Combs,The Kind Of Love We Make,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/The Kind Of Love We Make - Luke Combs.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/The Kind Of Love We Make - Luke Combs.mp3.wav,Extract_Chorus/The Kind Of Love We Make - Luke Combs.wav
Justin Bieber,Ghost,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Ghost - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Ghost - Justin Bieber.mp3.wav,Extract_Chorus/Ghost - Justin Bieber.wav
Morgan Wallen,You Proof,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/You Proof - Morgan Wallen.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/You Proof - Morgan Wallen.mp3.wav,Extract_Chorus/You Proof - Morgan Wallen.wav
Doja Cat,Get Into It (Yuh),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Get Into It (Yuh) - Doja Cat.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Get Into It (Yuh) - Doja Cat.mp3.wav,Extract_Chorus/Get Into It (Yuh) - Doja Cat.wav
Ed Sheeran,Shivers,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Shivers - Ed Sheeran.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Shivers - Ed Sheeran.mp3.wav,Extract_Chorus/Shivers - Ed Sheeran.wav
Doja Cat,Vegas,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Vegas - Doja Cat.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Vegas - Doja Cat.mp3.wav,Extract_Chorus/Vegas - Doja Cat.wav
Lil Baby,In A Minute,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/In A Minute - Lil Baby.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/In A Minute - Lil Baby.mp3.wav,Extract_Chorus/In A Minute - Lil Baby.wav
Drake,Sticky,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Sticky - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Sticky - Drake.mp3.wav,Extract_Chorus/Sticky - Drake.wav
Lil Nas X,Thats What I Want,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Thats What I Want - Lil Nas X.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Thats What I Want - Lil Nas X.mp3.wav,Extract_Chorus/Thats What I Want - Lil Nas X.wav
Doja Cat,Woman,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Woman - Doja Cat.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Woman - Doja Cat.mp3.wav,Extract_Chorus/Woman - Doja Cat.wav
Billie Eilish,TV,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/TV - Billie Eilish.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/TV - Billie Eilish.mp3.wav,Extract_Chorus/TV - Billie Eilish.wav
Halsey,So Good,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/So Good - Halsey.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/So Good - Halsey.mp3.wav,Extract_Chorus/So Good - Halsey.wav
Future,Puffin On Zootiez,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Puffin On Zootiez - Future.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Puffin On Zootiez - Future.mp3.wav,Extract_Chorus/Puffin On Zootiez - Future.wav
Carrie Underwood,Ghost Story,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Ghost Story - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Ghost Story - Carrie Underwood.mp3.wav,Extract_Chorus/Ghost Story - Carrie Underwood.wav
Billie Eilish,The 30th,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/The 30th - Billie Eilish.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/The 30th - Billie Eilish.mp3.wav,Extract_Chorus/The 30th - Billie Eilish.wav
Imagine Dragons,Bones,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Bones - Imagine Dragons.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Bones - Imagine Dragons.mp3.wav,Extract_Chorus/Bones - Imagine Dragons.wav
Drake,Massive,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Massive - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Massive - Drake.mp3.wav,Extract_Chorus/Massive - Drake.wav
Sam Smith,Love Me More,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Love Me More - Sam Smith.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Love Me More - Sam Smith.mp3.wav,Extract_Chorus/Love Me More - Sam Smith.wav
Morgan Wallen,Thought You Should Know,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Thought You Should Know - Morgan Wallen.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Thought You Should Know - Morgan Wallen.mp3.wav,Extract_Chorus/Thought You Should Know - Morgan Wallen.wav
Lil Baby,Right On,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Right On - Lil Baby.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Right On - Lil Baby.mp3.wav,Extract_Chorus/Right On - Lil Baby.wav
Justin Bieber,Hold On,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Hold On - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Hold On - Justin Bieber.mp3.wav,Extract_Chorus/Hold On - Justin Bieber.wav
Justin Bieber,Off My Face,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Off My Face - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Off My Face - Justin Bieber.mp3.wav,Extract_Chorus/Off My Face - Justin Bieber.wav
Justin Bieber,2 Much,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/2 Much - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/2 Much - Justin Bieber.mp3.wav,n/a
DaBaby,Masterpiece,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Masterpiece - DaBaby.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Masterpiece - DaBaby.mp3.wav,Extract_Chorus/Masterpiece - DaBaby.wav
Justin Bieber,Deserve You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Deserve You - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Deserve You - Justin Bieber.mp3.wav,Extract_Chorus/Deserve You - Justin Bieber.wav
Justin Bieber,Somebody,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Somebody - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Somebody - Justin Bieber.mp3.wav,Extract_Chorus/Somebody - Justin Bieber.wav
Morgan Wallen,Sand In My Boots,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Sand In My Boots - Morgan Wallen.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Sand In My Boots - Morgan Wallen.mp3.wav,Extract_Chorus/Sand In My Boots - Morgan Wallen.wav
Ariana Grande,Santa Tell Me,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Santa Tell Me - Ariana Grande.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Santa Tell Me - Ariana Grande.mp3.wav,Extract_Chorus/Santa Tell Me - Ariana Grande.wav
Lil Nas X,Holiday,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Holiday - Lil Nas X.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Holiday - Lil Nas X.mp3.wav,Extract_Chorus/Holiday - Lil Nas X.wav
Ed Sheeran,Afterglow,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Afterglow - Ed Sheeran.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Afterglow - Ed Sheeran.mp3.wav,Extract_Chorus/Afterglow - Ed Sheeran.wav
Eminem,Gnat,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Gnat - Eminem.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Gnat - Eminem.mp3.wav,Extract_Chorus/Gnat - Eminem.wav
Justin Bieber,Rockin' Around The Christmas Tree,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Rockin' Around The Christmas Tree - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Rockin' Around The Christmas Tree - Justin Bieber.mp3.wav,Extract_Chorus/Rockin' Around The Christmas Tree - Justin Bieber.wav
Carrie Underwood,Favorite Time Of Year,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Favorite Time Of Year - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Favorite Time Of Year - Carrie Underwood.mp3.wav,Extract_Chorus/Favorite Time Of Year - Carrie Underwood.wav
Taylor Swift,Champagne Problems,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Champagne Problems - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Champagne Problems - Taylor Swift.mp3.wav,Extract_Chorus/Champagne Problems - Taylor Swift.wav
Lady A,Champagne Night,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Champagne Night - Lady A.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Champagne Night - Lady A.mp3.wav,Extract_Chorus/Champagne Night - Lady A.wav
Morgan Wallen,7 Summers,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/7 Summers - Morgan Wallen.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/7 Summers - Morgan Wallen.mp3.wav,Extract_Chorus/7 Summers - Morgan Wallen.wav
Taylor Swift,'Tis The Damn Season,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/'Tis The Damn Season - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/'Tis The Damn Season - Taylor Swift.mp3.wav,Extract_Chorus/'Tis The Damn Season - Taylor Swift.wav
Carrie Underwood,Silent Night,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Silent Night - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Silent Night - Carrie Underwood.mp3.wav,Extract_Chorus/Silent Night - Carrie Underwood.wav
Harry Styles,Golden,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Golden - Harry Styles.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Golden - Harry Styles.mp3.wav,Extract_Chorus/Golden - Harry Styles.wav
Adele,Easy On Me,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Easy On Me - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Easy On Me - Adele.mp3.wav,Extract_Chorus/Easy On Me - Adele.wav
Taylor Swift,All Too Well (Taylor's Version),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/All Too Well (Taylor's Version) - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/All Too Well (Taylor's Version) - Taylor Swift.mp3.wav,Extract_Chorus/All Too Well (Taylor's Version) - Taylor Swift.wav
Adele,Oh My God,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Oh My God - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Oh My God - Adele.mp3.wav,Extract_Chorus/Oh My God - Adele.wav
Adele,I Drink Wine,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/I Drink Wine - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/I Drink Wine - Adele.mp3.wav,Extract_Chorus/I Drink Wine - Adele.wav
Adele,My Little Love,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/My Little Love - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/My Little Love - Adele.mp3.wav,Extract_Chorus/My Little Love - Adele.wav
Adele,Can I Get It,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Can I Get It - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Can I Get It - Adele.mp3.wav,Extract_Chorus/Can I Get It - Adele.wav
Adele,To Be Loved,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/To Be Loved - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/To Be Loved - Adele.mp3.wav,Extract_Chorus/To Be Loved - Adele.wav
Adele,Strangers By Nature,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Strangers By Nature - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Strangers By Nature - Adele.mp3.wav,Extract_Chorus/Strangers By Nature - Adele.wav
Adele,Cry Your Heart Out,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Cry Your Heart Out - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Cry Your Heart Out - Adele.mp3.wav,Extract_Chorus/Cry Your Heart Out - Adele.wav
Luke Combs,Cold As You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Cold As You - Luke Combs.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Cold As You - Luke Combs.mp3.wav,Extract_Chorus/Cold As You - Luke Combs.wav
Adele,Woman Like Me,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Woman Like Me - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Woman Like Me - Adele.mp3.wav,Extract_Chorus/Woman Like Me - Adele.wav
Adele,Love Is A Game,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Love Is A Game - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Love Is A Game - Adele.mp3.wav,Extract_Chorus/Love Is A Game - Adele.wav
Juice WRLD,Already Dead,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Already Dead - Juice WRLD.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Already Dead - Juice WRLD.mp3.wav,Extract_Chorus/Already Dead - Juice WRLD.wav
Taylor Swift,Message In A Bottle (Taylor's Version) (From The Vault),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Message In A Bottle (Taylor's Version) (From The Vault) - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Message In A Bottle (Taylor's Version) (From The Vault) - Taylor Swift.mp3.wav,Extract_Chorus/Message In A Bottle (Taylor's Version) (From The Vault) - Taylor Swift.wav
Luke Combs,Doin' This,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Doin' This - Luke Combs.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Doin' This - Luke Combs.mp3.wav,Extract_Chorus/Doin' This - Luke Combs.wav
Taylor Swift,Red (Taylor's Version),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Red (Taylor's Version) - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Red (Taylor's Version) - Taylor Swift.mp3.wav,Extract_Chorus/Red (Taylor's Version) - Taylor Swift.wav
Taylor Swift,State Of Grace (Taylor's Version),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/State Of Grace (Taylor's Version) - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/State Of Grace (Taylor's Version) - Taylor Swift.mp3.wav,Extract_Chorus/State Of Grace (Taylor's Version) - Taylor Swift.wav
Travis Scott,Escape Plan,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Escape Plan - Travis Scott.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Escape Plan - Travis Scott.mp3.wav,Extract_Chorus/Escape Plan - Travis Scott.wav
Jonas Brothers,Who's In Your Head,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Who's In Your Head - Jonas Brothers.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Who's In Your Head - Jonas Brothers.mp3.wav,Extract_Chorus/Who's In Your Head - Jonas Brothers.wav
BTS,Permission To Dance,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Permission To Dance - BTS.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Permission To Dance - BTS.mp3.wav,Extract_Chorus/Permission To Dance - BTS.wav
Post Malone,Motley Crew,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Motley Crew - Post Malone.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Motley Crew - Post Malone.mp3.wav,Extract_Chorus/Motley Crew - Post Malone.wav
Doja Cat,Ain't Shit,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Ain't Shit - Doja Cat.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Ain't Shit - Doja Cat.mp3.wav,Extract_Chorus/Ain't Shit - Doja Cat.wav
Camila Cabello,Don't Go Yet,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Don't Go Yet - Camila Cabello.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Don't Go Yet - Camila Cabello.mp3.wav,Extract_Chorus/Don't Go Yet - Camila Cabello.wav
DaBaby,Ball If I Want To,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Ball If I Want To - DaBaby.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Ball If I Want To - DaBaby.mp3.wav,Extract_Chorus/Ball If I Want To - DaBaby.wav
Olivia Rodrigo,Favorite Crime,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Favorite Crime - Olivia Rodrigo.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Favorite Crime - Olivia Rodrigo.mp3.wav,Extract_Chorus/Favorite Crime - Olivia Rodrigo.wav
Olivia Rodrigo,Happier,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Happier - Olivia Rodrigo.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Happier - Olivia Rodrigo.mp3.wav,Extract_Chorus/Happier - Olivia Rodrigo.wav
DaBaby,Red Light Green Light,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Red Light Green Light - DaBaby.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Red Light Green Light - DaBaby.mp3.wav,Extract_Chorus/Red Light Green Light - DaBaby.wav
Billie Eilish,NDA,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/NDA - Billie Eilish.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/NDA - Billie Eilish.mp3.wav,Extract_Chorus/NDA - Billie Eilish.wav
Olivia Rodrigo,Brutal,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Brutal - Olivia Rodrigo.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Brutal - Olivia Rodrigo.mp3.wav,Extract_Chorus/Brutal - Olivia Rodrigo.wav
BTS,Life Goes On,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Life Goes On - BTS.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Life Goes On - BTS.mp3.wav,Extract_Chorus/Life Goes On - BTS.wav
BTS,Blue & Grey,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Blue & Grey - BTS.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Blue & Grey - BTS.mp3.wav,Extract_Chorus/Blue & Grey - BTS.wav
BTS,Stay,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Stay - BTS.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Stay - BTS.mp3.wav,Extract_Chorus/Stay - BTS.wav
Morgan Wallen,Somebody's Problem,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Somebody's Problem - Morgan Wallen.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Somebody's Problem - Morgan Wallen.mp3.wav,Extract_Chorus/Somebody's Problem - Morgan Wallen.wav
Morgan Wallen,Still Goin Down,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Still Goin Down - Morgan Wallen.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Still Goin Down - Morgan Wallen.mp3.wav,Extract_Chorus/Still Goin Down - Morgan Wallen.wav
Shawn Mendes,Wonder,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Wonder - Shawn Mendes.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Wonder - Shawn Mendes.mp3.wav,Extract_Chorus/Wonder - Shawn Mendes.wav
