Artist,Title,Label,Path,Chorus_Path
Carrie Underwood,Ghost Story,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Ghost Story - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Ghost Story - Carrie Underwood.mp3.wav
Billie Eilish,The 30th,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/The 30th - Billie Eilish.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/The 30th - Billie Eilish.mp3.wav
Imagine Dragons,Bones,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Bones - Imagine Dragons.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Bones - Imagine Dragons.mp3.wav
Drake,Massive,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Massive - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Massive - Drake.mp3.wav
Sam Smith,Love Me More,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Love Me More - Sam Smith.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Love Me More - Sam Smith.mp3.wav
Morgan Wallen,Thought You Should Know,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Thought You Should Know - Morgan Wallen.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Thought You Should Know - Morgan Wallen.mp3.wav
Lil Baby,Right On,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Right On - Lil Baby.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Right On - Lil Baby.mp3.wav
Justin Bieber,Hold On,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Hold On - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Hold On - Justin Bieber.mp3.wav
Justin Bieber,Off My Face,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Off My Face - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Off My Face - Justin Bieber.mp3.wav
Justin Bieber,2 Much,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/2 Much - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/2 Much - Justin Bieber.mp3.wav
DaBaby,Masterpiece,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Masterpiece - DaBaby.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Masterpiece - DaBaby.mp3.wav
Justin Bieber,Deserve You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Deserve You - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Deserve You - Justin Bieber.mp3.wav
Justin Bieber,Somebody,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Somebody - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Somebody - Justin Bieber.mp3.wav
Morgan Wallen,Sand In My Boots,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Sand In My Boots - Morgan Wallen.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Sand In My Boots - Morgan Wallen.mp3.wav
Ariana Grande,Santa Tell Me,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Santa Tell Me - Ariana Grande.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Santa Tell Me - Ariana Grande.mp3.wav
Lil Nas X,Holiday,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Holiday - Lil Nas X.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Holiday - Lil Nas X.mp3.wav
Ed Sheeran,Afterglow,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Afterglow - Ed Sheeran.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Afterglow - Ed Sheeran.mp3.wav
Eminem,Gnat,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Gnat - Eminem.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Gnat - Eminem.mp3.wav
Justin Bieber,Rockin' Around The Christmas Tree,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Rockin' Around The Christmas Tree - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Rockin' Around The Christmas Tree - Justin Bieber.mp3.wav
Carrie Underwood,Favorite Time Of Year,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Favorite Time Of Year - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Favorite Time Of Year - Carrie Underwood.mp3.wav
Taylor Swift,Champagne Problems,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Champagne Problems - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Champagne Problems - Taylor Swift.mp3.wav
Lady A,Champagne Night,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Champagne Night - Lady A.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Champagne Night - Lady A.mp3.wav
Morgan Wallen,7 Summers,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/7 Summers - Morgan Wallen.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/7 Summers - Morgan Wallen.mp3.wav
Taylor Swift,'Tis The Damn Season,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/'Tis The Damn Season - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/'Tis The Damn Season - Taylor Swift.mp3.wav
Carrie Underwood,Silent Night,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Silent Night - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Silent Night - Carrie Underwood.mp3.wav
Harry Styles,Golden,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Golden - Harry Styles.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Golden - Harry Styles.mp3.wav
Adele,Easy On Me,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Easy On Me - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Easy On Me - Adele.mp3.wav
Taylor Swift,All Too Well (Taylor's Version),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/All Too Well (Taylor's Version) - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/All Too Well (Taylor's Version) - Taylor Swift.mp3.wav
Adele,Oh My God,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Oh My God - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Oh My God - Adele.mp3.wav
Adele,I Drink Wine,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/I Drink Wine - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/I Drink Wine - Adele.mp3.wav
Adele,My Little Love,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/My Little Love - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/My Little Love - Adele.mp3.wav
Adele,Can I Get It,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Can I Get It - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Can I Get It - Adele.mp3.wav
Adele,To Be Loved,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/To Be Loved - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/To Be Loved - Adele.mp3.wav
Adele,Strangers By Nature,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Strangers By Nature - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Strangers By Nature - Adele.mp3.wav
Adele,Cry Your Heart Out,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Cry Your Heart Out - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Cry Your Heart Out - Adele.mp3.wav
Luke Combs,Cold As You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Cold As You - Luke Combs.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Cold As You - Luke Combs.mp3.wav
Adele,Woman Like Me,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Woman Like Me - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Woman Like Me - Adele.mp3.wav
Adele,Love Is A Game,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Love Is A Game - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Love Is A Game - Adele.mp3.wav
Juice WRLD,Already Dead,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Already Dead - Juice WRLD.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Already Dead - Juice WRLD.mp3.wav
Taylor Swift,Message In A Bottle (Taylor's Version) (From The Vault),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Message In A Bottle (Taylor's Version) (From The Vault) - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Message In A Bottle (Taylor's Version) (From The Vault) - Taylor Swift.mp3.wav
Luke Combs,Doin' This,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Doin' This - Luke Combs.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Doin' This - Luke Combs.mp3.wav
Taylor Swift,Red (Taylor's Version),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Red (Taylor's Version) - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Red (Taylor's Version) - Taylor Swift.mp3.wav
Taylor Swift,State Of Grace (Taylor's Version),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/State Of Grace (Taylor's Version) - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/State Of Grace (Taylor's Version) - Taylor Swift.mp3.wav
Travis Scott,Escape Plan,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Escape Plan - Travis Scott.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Escape Plan - Travis Scott.mp3.wav
Jonas Brothers,Who's In Your Head,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Who's In Your Head - Jonas Brothers.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Who's In Your Head - Jonas Brothers.mp3.wav
BTS,Permission To Dance,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Permission To Dance - BTS.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Permission To Dance - BTS.mp3.wav
Post Malone,Motley Crew,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Motley Crew - Post Malone.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Motley Crew - Post Malone.mp3.wav
Doja Cat,Ain't Shit,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Ain't Shit - Doja Cat.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Ain't Shit - Doja Cat.mp3.wav
Camila Cabello,Don't Go Yet,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Don't Go Yet - Camila Cabello.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Don't Go Yet - Camila Cabello.mp3.wav
DaBaby,Ball If I Want To,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Ball If I Want To - DaBaby.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Ball If I Want To - DaBaby.mp3.wav
Olivia Rodrigo,Favorite Crime,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Favorite Crime - Olivia Rodrigo.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Favorite Crime - Olivia Rodrigo.mp3.wav
Olivia Rodrigo,Happier,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Happier - Olivia Rodrigo.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Happier - Olivia Rodrigo.mp3.wav
DaBaby,Red Light Green Light,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Red Light Green Light - DaBaby.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Red Light Green Light - DaBaby.mp3.wav
Billie Eilish,NDA,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/NDA - Billie Eilish.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/NDA - Billie Eilish.mp3.wav
Olivia Rodrigo,Brutal,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Brutal - Olivia Rodrigo.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Brutal - Olivia Rodrigo.mp3.wav
BTS,Life Goes On,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Life Goes On - BTS.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Life Goes On - BTS.mp3.wav
BTS,Blue & Grey,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Blue & Grey - BTS.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Blue & Grey - BTS.mp3.wav
BTS,Stay,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Stay - BTS.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Stay - BTS.mp3.wav
Morgan Wallen,Somebody's Problem,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Somebody's Problem - Morgan Wallen.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Somebody's Problem - Morgan Wallen.mp3.wav
Morgan Wallen,Still Goin Down,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Still Goin Down - Morgan Wallen.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Still Goin Down - Morgan Wallen.mp3.wav
Shawn Mendes,Wonder,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Wonder - Shawn Mendes.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Wonder - Shawn Mendes.mp3.wav
BTS,Fly To My Room,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Fly To My Room - BTS.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Fly To My Room - BTS.mp3.wav
BTS,Telepathy,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Telepathy - BTS.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Telepathy - BTS.mp3.wav
BTS,Dis-ease,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Dis-ease - BTS.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Dis-ease - BTS.mp3.wav
Miley Cyrus,Midnight Sky,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Midnight Sky - Miley Cyrus.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Midnight Sky - Miley Cyrus.mp3.wav
Morgan Wallen,Livin' The Dream,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Livin' The Dream - Morgan Wallen.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Livin' The Dream - Morgan Wallen.mp3.wav
Morgan Wallen,Cover Me Up,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Cover Me Up - Morgan Wallen.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Cover Me Up - Morgan Wallen.mp3.wav
Juice WRLD,Conversations,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Conversations - Juice WRLD.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Conversations - Juice WRLD.mp3.wav
Juice WRLD,Blood On My Jeans,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Blood On My Jeans - Juice WRLD.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Blood On My Jeans - Juice WRLD.mp3.wav
Juice WRLD,Righteous,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Righteous - Juice WRLD.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Righteous - Juice WRLD.mp3.wav
Pop Smoke,Got It On Me,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Got It On Me - Pop Smoke.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Got It On Me - Pop Smoke.mp3.wav
Juice WRLD,Titanic,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Titanic - Juice WRLD.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Titanic - Juice WRLD.mp3.wav
Juice WRLD,Stay High,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Stay High - Juice WRLD.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Stay High - Juice WRLD.mp3.wav
Juice WRLD,Bad Energy,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Bad Energy - Juice WRLD.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Bad Energy - Juice WRLD.mp3.wav
Pop Smoke,Something Special,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Something Special - Pop Smoke.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Something Special - Pop Smoke.mp3.wav
Juice WRLD,Up Up And Away,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Up Up And Away - Juice WRLD.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Up Up And Away - Juice WRLD.mp3.wav
Juice WRLD,Fighting Demons,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Fighting Demons - Juice WRLD.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Fighting Demons - Juice WRLD.mp3.wav
Juice WRLD,Man Of The Year,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Man Of The Year - Juice WRLD.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Man Of The Year - Juice WRLD.mp3.wav
Juice WRLD,Can't Die,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Can't Die - Juice WRLD.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Can't Die - Juice WRLD.mp3.wav
Juice WRLD,Screw Juice,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Screw Juice - Juice WRLD.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Screw Juice - Juice WRLD.mp3.wav
The Weeknd,In Your Eyes,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/In Your Eyes - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/In Your Eyes - The Weeknd.mp3.wav
The Weeknd,Alone Again,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Alone Again - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Alone Again - The Weeknd.mp3.wav
The Weeknd,After Hours,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/After Hours - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/After Hours - The Weeknd.mp3.wav
The Weeknd,Scared To Live,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Scared To Live - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Scared To Live - The Weeknd.mp3.wav
The Weeknd,Hardest To Love,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Hardest To Love - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Hardest To Love - The Weeknd.mp3.wav
Lady Gaga,Stupid Love,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Stupid Love - Lady Gaga.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Stupid Love - Lady Gaga.mp3.wav
The Weeknd,Too Late,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Too Late - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Too Late - The Weeknd.mp3.wav
The Weeknd,Snowchild,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Snowchild - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Snowchild - The Weeknd.mp3.wav
The Weeknd,Escape From LA,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Escape From LA - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Escape From LA - The Weeknd.mp3.wav
The Weeknd,Faith,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Faith - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Faith - The Weeknd.mp3.wav
The Weeknd,Repeat After Me (Interlude),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Repeat After Me (Interlude) - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Repeat After Me (Interlude) - The Weeknd.mp3.wav
Jonas Brothers,What A Man Gotta Do,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/What A Man Gotta Do - Jonas Brothers.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/What A Man Gotta Do - Jonas Brothers.mp3.wav
The Weeknd,Until I Bleed Out,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Until I Bleed Out - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Until I Bleed Out - The Weeknd.mp3.wav
Sam Smith,To Die For,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/To Die For - Sam Smith.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/To Die For - Sam Smith.mp3.wav
Jonas Brothers,Like It's Christmas,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Like It's Christmas - Jonas Brothers.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Like It's Christmas - Jonas Brothers.mp3.wav
Taylor Swift,Lover,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Lover - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Lover - Taylor Swift.mp3.wav
Halsey,Graveyard,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Graveyard - Halsey.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Graveyard - Halsey.mp3.wav
DaBaby,VIBEZ,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/VIBEZ - DaBaby.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/VIBEZ - DaBaby.mp3.wav
Juice WRLD,Let Me Know (I Wonder Why Freestyle),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Let Me Know (I Wonder Why Freestyle) - Juice WRLD.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Let Me Know (I Wonder Why Freestyle) - Juice WRLD.mp3.wav
Doja Cat,Candy,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Candy - Doja Cat.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Candy - Doja Cat.mp3.wav
Billie Eilish,All The Good Girls Go To Hell,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/All The Good Girls Go To Hell - Billie Eilish.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/All The Good Girls Go To Hell - Billie Eilish.mp3.wav
Kanye West,Follow God,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Follow God - Kanye West.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Follow God - Kanye West.mp3.wav
Katy Perry,Never Really Over,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Never Really Over - Katy Perry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Never Really Over - Katy Perry.mp3.wav
