Artist,Title,Label,Path
Juice WRLD,Already Dead,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Already Dead - Juice WRLD.mp3
Taylor Swift,Message In A Bottle (Taylor's Version) (From The Vault),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Message In A Bottle (Taylor's Version) (From The Vault) - Taylor Swift.mp3
Luke Combs,Doin' This,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Doin' This - Luke Combs.mp3
Taylor Swift,Red (Taylor's Version),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Red (Taylor's Version) - Taylor Swift.mp3
Taylor Swift,State Of Grace (Taylor's Version),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/State Of Grace (Taylor's Version) - Taylor Swift.mp3
Travis Scott,Escape Plan,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Escape Plan - Travis Scott.mp3
Jonas Brothers,Who's In Your Head,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Who's In Your Head - Jonas Brothers.mp3
BTS,Permission To Dance,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Permission To Dance - BTS.mp3
Post Malone,Motley Crew,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Motley Crew - Post Malone.mp3
Doja Cat,Ain't Shit,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Ain't Shit - Doja Cat.mp3
Camila Cabello,Don't Go Yet,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Don't Go Yet - Camila Cabello.mp3
DaBaby,Ball If I Want To,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Ball If I Want To - DaBaby.mp3
Olivia Rodrigo,Favorite Crime,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Favorite Crime - Olivia Rodrigo.mp3
Olivia Rodrigo,Happier,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Happier - Olivia Rodrigo.mp3
DaBaby,Red Light Green Light,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Red Light Green Light - DaBaby.mp3
Billie Eilish,NDA,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/NDA - Billie Eilish.mp3
Olivia Rodrigo,Brutal,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Brutal - Olivia Rodrigo.mp3
BTS,Life Goes On,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Life Goes On - BTS.mp3
BTS,Blue & Grey,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Blue & Grey - BTS.mp3
BTS,Stay,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Stay - BTS.mp3
Morgan Wallen,Somebody's Problem,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Somebody's Problem - Morgan Wallen.mp3
Morgan Wallen,Still Goin Down,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Still Goin Down - Morgan Wallen.mp3
Shawn Mendes,Wonder,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Wonder - Shawn Mendes.mp3
BTS,Fly To My Room,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Fly To My Room - BTS.mp3
BTS,Telepathy,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Telepathy - BTS.mp3
BTS,Dis-ease,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Dis-ease - BTS.mp3
Miley Cyrus,Midnight Sky,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Midnight Sky - Miley Cyrus.mp3
Morgan Wallen,Livin' The Dream,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Livin' The Dream - Morgan Wallen.mp3
Morgan Wallen,Cover Me Up,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Cover Me Up - Morgan Wallen.mp3
Juice WRLD,Conversations,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Conversations - Juice WRLD.mp3
Juice WRLD,Blood On My Jeans,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Blood On My Jeans - Juice WRLD.mp3
Juice WRLD,Righteous,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Righteous - Juice WRLD.mp3
Pop Smoke,Got It On Me,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Got It On Me - Pop Smoke.mp3
Juice WRLD,Titanic,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Titanic - Juice WRLD.mp3
Juice WRLD,Stay High,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Stay High - Juice WRLD.mp3
Juice WRLD,Bad Energy,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Bad Energy - Juice WRLD.mp3
Pop Smoke,Something Special,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Something Special - Pop Smoke.mp3
Juice WRLD,Up Up And Away,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Up Up And Away - Juice WRLD.mp3
Juice WRLD,Fighting Demons,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Fighting Demons - Juice WRLD.mp3
Juice WRLD,Man Of The Year,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Man Of The Year - Juice WRLD.mp3
Juice WRLD,Can't Die,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Can't Die - Juice WRLD.mp3
Juice WRLD,Screw Juice,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Screw Juice - Juice WRLD.mp3
The Weeknd,In Your Eyes,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/In Your Eyes - The Weeknd.mp3
The Weeknd,Alone Again,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Alone Again - The Weeknd.mp3
The Weeknd,After Hours,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/After Hours - The Weeknd.mp3
The Weeknd,Scared To Live,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Scared To Live - The Weeknd.mp3
The Weeknd,Hardest To Love,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Hardest To Love - The Weeknd.mp3
Lady Gaga,Stupid Love,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Stupid Love - Lady Gaga.mp3
The Weeknd,Too Late,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Too Late - The Weeknd.mp3
The Weeknd,Snowchild,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Snowchild - The Weeknd.mp3
The Weeknd,Escape From LA,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Escape From LA - The Weeknd.mp3
The Weeknd,Faith,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Faith - The Weeknd.mp3
The Weeknd,Repeat After Me (Interlude),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Repeat After Me (Interlude) - The Weeknd.mp3
Jonas Brothers,What A Man Gotta Do,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/What A Man Gotta Do - Jonas Brothers.mp3
The Weeknd,Until I Bleed Out,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Until I Bleed Out - The Weeknd.mp3
Sam Smith,To Die For,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/To Die For - Sam Smith.mp3
Jonas Brothers,Like It's Christmas,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Like It's Christmas - Jonas Brothers.mp3
Taylor Swift,Lover,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Lover - Taylor Swift.mp3
Halsey,Graveyard,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Graveyard - Halsey.mp3
DaBaby,VIBEZ,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/VIBEZ - DaBaby.mp3
Juice WRLD,Let Me Know (I Wonder Why Freestyle),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Let Me Know (I Wonder Why Freestyle) - Juice WRLD.mp3
Doja Cat,Candy,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Candy - Doja Cat.mp3
Billie Eilish,All The Good Girls Go To Hell,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/All The Good Girls Go To Hell - Billie Eilish.mp3
Kanye West,Follow God,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Follow God - Kanye West.mp3
Katy Perry,Never Really Over,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Never Really Over - Katy Perry.mp3
Cardi B,Press,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Press - Cardi B.mp3
Taylor Swift,The Archer,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/The Archer - Taylor Swift.mp3
Halsey,Nightmare,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Nightmare - Halsey.mp3
Jonas Brothers,Cool,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Cool - Jonas Brothers.mp3
Beyonce,Before I Let Go,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Before I Let Go - Beyonce.mp3
Carrie Underwood,Southbound,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Southbound - Carrie Underwood.mp3
Nicki Minaj,MEGATRON,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/MEGATRON - Nicki Minaj.mp3
Imagine Dragons,Bad Liar,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Bad Liar - Imagine Dragons.mp3
Lil Baby,Pure Cocaine,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Pure Cocaine - Lil Baby.mp3
Billie Eilish,Wish You Were Gay,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Wish You Were Gay - Billie Eilish.mp3
Juice WRLD,Hear Me Calling,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Hear Me Calling - Juice WRLD.mp3
Chris Brown,Undecided,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Undecided - Chris Brown.mp3
Juice WRLD,Empty,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Empty - Juice WRLD.mp3
Carrie Underwood,Love Wins,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Love Wins - Carrie Underwood.mp3
Katy Perry,Cozy Little Christmas,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Cozy Little Christmas - Katy Perry.mp3
Luke Combs,She Got The Best Of Me,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/She Got The Best Of Me - Luke Combs.mp3
Lil Wayne,Uproar,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Uproar - Lil Wayne.mp3
XXXTENTACION,BAD!,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/BAD! - XXXTENTACION.mp3
Ariana Grande,Imagine,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Imagine - Ariana Grande.mp3
Camila Cabello,Consequences,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Consequences - Camila Cabello.mp3
Juice WRLD,Armed And Dangerous,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Armed And Dangerous - Juice WRLD.mp3
Billie Eilish,Ocean Eyes,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Ocean Eyes - Billie Eilish.mp3
Drake,Mob Ties,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Mob Ties - Drake.mp3
Juice WRLD,All Girls Are The Same,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/All Girls Are The Same - Juice WRLD.mp3
Carrie Underwood,Cry Pretty,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Cry Pretty - Carrie Underwood.mp3
twenty one pilots,Jumpsuit,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Jumpsuit - twenty one pilots.mp3
Kanye West,All Mine,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/All Mine - Kanye West.mp3
Billie Eilish,You Should See Me In A Crown,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/You Should See Me In A Crown - Billie Eilish.mp3
Drake,Emotionless,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Emotionless - Drake.mp3
Drake,Can't Take A Joke,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Can't Take A Joke - Drake.mp3
Meghan Trainor,No Excuses,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/No Excuses - Meghan Trainor.mp3
P!nk,Beautiful Trauma,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Beautiful Trauma - P!nk.mp3
Chris Brown,Tempo,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Tempo - Chris Brown.mp3
XXXTENTACION,The Remedy For A Broken Heart (Why Am I So In Love),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/The Remedy For A Broken Heart (Why Am I So In Love) - XXXTENTACION.mp3
Post Malone,Candy Paint,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Candy Paint - Post Malone.mp3
Taylor Swift,...Ready For It?,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/...Ready For It? - Taylor Swift.mp3
Lil Baby,My Dawg,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/My Dawg - Lil Baby.mp3
Eminem,Believe,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Believe - Eminem.mp3
Luke Combs,When It Rains It Pours,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/When It Rains It Pours - Luke Combs.mp3
Taylor Swift,Call It What You Want,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Call It What You Want - Taylor Swift.mp3
XXXTENTACION,Jocelyn Flores,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Jocelyn Flores - XXXTENTACION.mp3
Taylor Swift,Gorgeous,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Gorgeous - Taylor Swift.mp3
Chris Brown,Questions,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Questions - Chris Brown.mp3
Post Malone,Go Flex,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Go Flex - Post Malone.mp3
Bruno Mars,Versace On The Floor,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Versace On The Floor - Bruno Mars.mp3
Travis Scott,Butterfly Effect,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Butterfly Effect - Travis Scott.mp3
Rascal Flatts,Yours If You Want It,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Yours If You Want It - Rascal Flatts.mp3
Camila Cabello,Crying In The Club,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Crying In The Club - Camila Cabello.mp3
Chris Brown,Privacy,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Privacy - Chris Brown.mp3
Lady Gaga,The Cure,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/The Cure - Lady Gaga.mp3
Drake,Signs,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Signs - Drake.mp3
The Weeknd,Reminder,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Reminder - The Weeknd.mp3
Kendrick Lamar,Element.,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Element. - Kendrick Lamar.mp3
Lady Gaga,Million Reasons,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Million Reasons - Lady Gaga.mp3
Nicki Minaj,Regret In Your Tears,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Regret In Your Tears - Nicki Minaj.mp3
Ed Sheeran,Galway Girl,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Galway Girl - Ed Sheeran.mp3
Future,Draco,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Draco - Future.mp3
The Weeknd,Party Monster,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Party Monster - The Weeknd.mp3
Ed Sheeran,Dive,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Dive - Ed Sheeran.mp3
Carrie Underwood,Dirty Laundry,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Dirty Laundry - Carrie Underwood.mp3
The Weeknd,Six Feet Under,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Six Feet Under - The Weeknd.mp3
Kanye West,Fade,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Fade - Kanye West.mp3
Rihanna,Sex With Me,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Sex With Me - Rihanna.mp3
Katy Perry,Rise,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Rise - Katy Perry.mp3
Carrie Underwood,Church Bells,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Church Bells - Carrie Underwood.mp3
Fetty Wap,Wake Up,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Wake Up - Fetty Wap.mp3
Kanye West,Famous,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Famous - Kanye West.mp3
Fergie,M.I.L.F. $,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/M.I.L.F. $ - Fergie.mp3
Drake,Childs Play,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Childs Play - Drake.mp3
Drake,Summer Sixteen,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Summer Sixteen - Drake.mp3
Carrie Underwood,Heartbeat,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Heartbeat - Carrie Underwood.mp3
Rascal Flatts,I Like The Sound Of That,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/I Like The Sound Of That - Rascal Flatts.mp3
Taylor Swift,New Romantics,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/New Romantics - Taylor Swift.mp3
The Weeknd,Acquainted,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Acquainted - The Weeknd.mp3
Justin Bieber,Company,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Company - Justin Bieber.mp3
Fetty Wap,Jimmy Choo,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Jimmy Choo - Fetty Wap.mp3
Gwen Stefani,Make Me Like You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Make Me Like You - Gwen Stefani.mp3
Ariana Grande,Focus,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Focus - Ariana Grande.mp3
Fetty Wap,Again,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Again - Fetty Wap.mp3
Justin Bieber,I'll Show You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/I'll Show You - Justin Bieber.mp3
Gwen Stefani,Used To Love You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Used To Love You - Gwen Stefani.mp3
Halsey,New Americana,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/New Americana - Halsey.mp3
Drake,Right Hand,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Right Hand - Drake.mp3
Carrie Underwood,Smoke Break,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Smoke Break - Carrie Underwood.mp3
Justin Bieber,Purpose,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Purpose - Justin Bieber.mp3
Justin Bieber,Mark My Words,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Mark My Words - Justin Bieber.mp3
Justin Bieber,Life Is Worth Living,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Life Is Worth Living - Justin Bieber.mp3
Justin Bieber,Children,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Children - Justin Bieber.mp3
Chris Brown,Liquor,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Liquor - Chris Brown.mp3
Justin Bieber,Been You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Been You - Justin Bieber.mp3
One Direction,If I Could Fly,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/If I Could Fly - One Direction.mp3
One Direction,Olivia,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Olivia - One Direction.mp3
Justin Bieber,Get Used To It,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Get Used To It - Justin Bieber.mp3
One Direction,A.M.,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/A.M. - One Direction.mp3
Fetty Wap,RGF Island,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/RGF Island - Fetty Wap.mp3
One Direction,Temporary Fix,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Temporary Fix - One Direction.mp3
Justin Bieber,Trust,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Trust - Justin Bieber.mp3
One Direction,Never Enough,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Never Enough - One Direction.mp3
Maroon 5,This Summer's Gonna Hurt...,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/This Summer's Gonna Hurt... - Maroon 5.mp3
Nicki Minaj,The Night Is Still Young,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/The Night Is Still Young - Nicki Minaj.mp3
Future,Commas,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Commas - Future.mp3
Carrie Underwood,Little Toy Guns,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Little Toy Guns - Carrie Underwood.mp3
Kendrick Lamar,Alright,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Alright - Kendrick Lamar.mp3
twenty one pilots,Tear In My Heart,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Tear In My Heart - twenty one pilots.mp3
Drake,Energy,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Energy - Drake.mp3
Imagine Dragons,I Bet My Life,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/I Bet My Life - Imagine Dragons.mp3
Drake,Know Yourself,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Know Yourself - Drake.mp3
Kendrick Lamar,King Kunta,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/King Kunta - Kendrick Lamar.mp3
Drake,Legend,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Legend - Drake.mp3
Kendrick Lamar,The Blacker The Berry,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/The Blacker The Berry - Kendrick Lamar.mp3
Drake,10 Bands,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/10 Bands - Drake.mp3
twenty one pilots,Fairly Local,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Fairly Local - twenty one pilots.mp3
Carrie Underwood,Something In The Water,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Something In The Water - Carrie Underwood.mp3
Fergie,L.A.LOVE (la la),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/L.A.LOVE (la la) - Fergie.mp3
One Direction,Steal My Girl,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Steal My Girl - One Direction.mp3
The Weeknd,Often,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Often - The Weeknd.mp3
Kendrick Lamar,i,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/i - Kendrick Lamar.mp3
Gwen Stefani,Baby Don't Lie,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Baby Don't Lie - Gwen Stefani.mp3
Katy Perry,This Is How We Do,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/This Is How We Do - Katy Perry.mp3
One Direction,Stockholm Syndrome,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Stockholm Syndrome - One Direction.mp3
Nicki Minaj,Pills N Potions,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Pills N Potions - Nicki Minaj.mp3
Pharrell Williams,Come Get It Bae,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Come Get It Bae - Pharrell Williams.mp3
Iggy Azalea,Work,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Work - Iggy Azalea.mp3
Usher,Good Kisser,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Good Kisser - Usher.mp3
The Chainsmokers,#SELFIE,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/#SELFIE - The Chainsmokers.mp3
Bruno Mars,Young Girls,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Young Girls - Bruno Mars.mp3
Rascal Flatts,Rewind,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Rewind - Rascal Flatts.mp3
Coldplay,Magic,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Magic - Coldplay.mp3
Imagine Dragons,On Top Of The World,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/On Top Of The World - Imagine Dragons.mp3
Katy Perry,Unconditionally,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Unconditionally - Katy Perry.mp3
Eminem,Rap God,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Rap God - Eminem.mp3
Beyonce,XO,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/XO - Beyonce.mp3
Drake,The Language,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/The Language - Drake.mp3
Justin Timberlake,TKO,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/TKO - Justin Timberlake.mp3
Justin Bieber,All That Matters,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/All That Matters - Justin Bieber.mp3
Kanye West,Bound 2,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Bound 2 - Kanye West.mp3
Future,Honest,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Honest - Future.mp3
Britney Spears,Perfume,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Perfume - Britney Spears.mp3
Drake,Worst Behavior,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Worst Behavior - Drake.mp3
Daughtry,Waiting For Superman,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Waiting For Superman - Daughtry.mp3
Eminem,Survival,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Survival - Eminem.mp3
One Direction,Diana,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Diana - One Direction.mp3
One Direction,Midnight Memories,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Midnight Memories - One Direction.mp3
Rihanna,What Now,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/What Now - Rihanna.mp3
Taylor Swift,Red,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Red - Taylor Swift.mp3
Bruno Mars,Gorilla,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Gorilla - Bruno Mars.mp3
One Direction,Strong,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Strong - One Direction.mp3
Britney Spears,Work B**ch!,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Work B**ch! - Britney Spears.mp3
Ariana Grande,Last Christmas,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Last Christmas - Ariana Grande.mp3
Justin Timberlake,Take Back The Night,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Take Back The Night - Justin Timberlake.mp3
Britney Spears,Ooh La La,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Ooh La La - Britney Spears.mp3
Avril Lavigne,Here's To Never Growing Up,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Here's To Never Growing Up - Avril Lavigne.mp3
Chris Brown,Fine China,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Fine China - Chris Brown.mp3
Carrie Underwood,Two Black Cadillacs,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Two Black Cadillacs - Carrie Underwood.mp3
One Direction,Kiss You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Kiss You - One Direction.mp3
Justin Timberlake,Pusher Love Girl,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Pusher Love Girl - Justin Timberlake.mp3
Future,Neva End,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Neva End - Future.mp3
Ke$ha,C'mon,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/C'mon - Ke$ha.mp3
